Number,Character
559,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
843,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, "
559,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
669,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_BASE, U_SPLY, "
632,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
621,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
587,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, "
819,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, "
844,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, "
680,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
557,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
555,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
560,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
664,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
807,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, "
793,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, "
575,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
632,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, "
574,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
642,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
583,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, "
748,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
593,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, "
667,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, "
552,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
579,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
637,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
551,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
588,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
758,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, "
619,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
571,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
537,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
618,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
1076,"TEMPLE, SUPPLY, SUPPLY, U_BASE, "
552,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, "
617,"SUPPLY, TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
654,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, "
1825,"U_BASE, SUPPLY, TEMPLE, "
584,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, "
792,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, "
685,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
654,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, "
573,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
586,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
546,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
660,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, "
551,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
751,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, "
563,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
759,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
561,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
697,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
664,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
679,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
586,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_BASE, "
540,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
611,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, "
922,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, "
562,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, "
705,"TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
718,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, "
824,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, "
534,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
550,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
539,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
633,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
640,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
636,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
790,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, "
553,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, "
549,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
602,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
620,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, "
561,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
645,"SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
546,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, "
559,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
614,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
569,"SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
598,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, "
566,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
563,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
551,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
560,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
791,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, "
715,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
556,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
882,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, "
973,"SUPPLY, U_BASE, SUPPLY, "
607,"TEMPLE, SUPPLY, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
653,"SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
611,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
638,"TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
644,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
681,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
625,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
541,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
563,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
598,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, "
598,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
627,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, U_SPLY, "
714,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
774,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, "
587,"TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
555,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
673,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
1110,"TEMPLE, SUPPLY, U_BASE, SUPPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
602,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
569,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, "
620,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
792,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
606,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
551,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
741,"SUPPLY, U_BASE, SUPPLY, SUPPLY, "
663,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, U_SPLY, U_SPLY, "
600,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
570,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
539,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
541,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
598,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
555,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
664,"SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
589,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
973,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, "
662,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, "
550,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
673,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
562,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
626,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
687,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_BASE, "
562,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
573,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, "
602,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
660,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
565,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
700,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
645,"SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
673,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
583,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
625,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
1856,"TEMPLE, SUPPLY, U_BASE, "
640,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
1005,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, "
645,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
572,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
596,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
769,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
1358,"SUPPLY, TEMPLE, U_SPLY, U_BASE, "
771,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, "
559,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, "
541,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
630,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
619,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
653,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, "
834,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
577,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
