Number,Character
668,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
574,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
575,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
641,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
597,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
659,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
959,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
569,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
552,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
658,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
649,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, "
576,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
627,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
545,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
770,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
546,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
700,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
539,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
568,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, "
660,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
653,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
577,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
609,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
682,"TEMPLE, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
610,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, "
557,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, "
813,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
611,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
674,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
708,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
570,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
638,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
569,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
647,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
567,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
615,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, "
625,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
756,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
542,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
637,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
708,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, "
602,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
619,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
561,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
673,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
776,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
565,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
558,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
556,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
608,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
653,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, "
608,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
651,"SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
563,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
656,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
546,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
575,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
572,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, "
564,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
578,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
555,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
570,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
587,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
683,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
784,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, "
583,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
654,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
618,"TEMPLE, SUPPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
667,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
604,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, "
540,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
621,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
700,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
619,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
619,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, "
596,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
538,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
569,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
539,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
620,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
602,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
643,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, "
604,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
543,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
647,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
645,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, "
575,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, "
1824,"SUPPLY, TEMPLE, U_BASE, "
558,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
626,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
663,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, "
644,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
570,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
563,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
562,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
616,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, "
608,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
935,"SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, "
625,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
558,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
579,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
627,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
572,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
571,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
601,"SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
610,"SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
618,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
555,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
715,"SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, "
582,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
582,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
573,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
757,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
632,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
824,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, "
672,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
757,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
566,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
583,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
603,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
570,"SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
656,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_BASE, "
627,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, "
563,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
633,"TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
639,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
610,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
569,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
593,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
812,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
560,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
597,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
602,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
563,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
626,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
653,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, "
630,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
673,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
774,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, "
658,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
654,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
